id,name,phone,review_count,avg_rating,categories,longitude,latitude,address1,address2,zip,city,state
dallas-bbq-new-york-8,Dallas BBQ,2127775574,284,3,Barbeque,,,132 2nd Ave,,10003,New York,NY
la-rivista-ristorante-new-york-2,La Rivista Ristorante,2122451707,32,3.5,Italian,,,313 W 46th St,,10036,New York,NY
el-castillo-de-jagua-new-york,El Castillo De Jagua,2129826412,125,3.5,Dominican,,,113 Rivington St,,10002,New York,NY
pax-wholesome-foods-new-york-5,Pax Wholesome Foods,2122210301,75,2.5,"Caterers, Salad, Soup",,,80 W 40th St,,10018,New York,NY
sake-bar-decibel-new-york,Sake Bar Decibel,2129792733,605,4,"Bars, Japanese",,,240 E 9th St,,10003,New York,NY
t-gi-fridays-new-york-4,T Gi Fridays,2126300342,3,1.5,,,,1 Pennsylvania Plaza,,10001,New York,NY
bagel-cafe-bronx,Bagel Cafe,7183209011,5,2,"Delis, Diners",,,2214 Bartow Ave,,10475,Bronx,NY
bennys-burritos-new-york-2,Benny's Burritos,2122542054,240,3,Mexican,,,93 Avenue A,,10009,New York,NY
guayoyo-new-york,Guayoyo,2129796646,209,4,Venezuelan,,,67 1st Ave,,10003,New York,NY
sacco-pizza-new-york,Sacco Pizza,2125827765,201,4,Pizza,,,819 9th Ave,,10019,New York,NY
sacs-place-astoria,Sac's Place,7182045002,250,3.5,"Pizza, Italian",,,2541 Broadway,,11106,Astoria,NY
rivoli-pizza-new-york-2,Rivoli Pizza,2126912704,4,4,Pizza,,,180 7th Ave S,,10011,New York,NY
royal-pizzeria-restaurant-brooklyn,Royal Pizzeria Restaurant,7182720108,1,4,Pizza,,,945A Pennsylvania Ave,,11207,Brooklyn,NY
da-tommaso-new-york,Da Tommaso,2122651890,48,3.5,Italian,,,903 8th Ave,,10019,New York,NY
chinese-szechuan-cuisine-bayside,Chinese Szechuan Cuisine,7183528800,20,4,Chinese,,,20806 Cross Island Pkwy,,11360,Bayside,NY
lucky-strike-new-york,Lucky Strike,2129410772,177,3.5,"Bars, French",,,59 Grand St,,10013,New York,NY
ideal-donut-forest-hills,Ideal Donut,7182758489,12,3.5,Donuts,,,6448 108th St,,11375,Forest Hills,NY
monks-cafe-new-york,Monk's Cafe,2128646137,1,4,Diners,,,2880 Broadway,,10025,New York,NY
steak-frites-new-york,Steak Frites,2126754700,212,3,French,,,9 E 16th St,,10014,New York,NY
vinnys-famous-pizza-bronx,Vinnys Famous Pizza,7189339693,5,4,Pizza,,,2119 Grand Concourse,,10453,Bronx,NY
townhouse-new-york-2,Townhouse,2127544649,43,3,Gay Bars,,,236 E 58th St,,10022,New York,NY
dallas-bbq-new-york-4,Dallas BBQ,2127729393,149,3,Barbeque,,,1265 3rd Ave,,10021,New York,NY
rinos-italian-restaurant-bronx,Rino's Italian Restaurant,7188635324,14,3.5,Restaurants,,,3938 E Tremont Ave,,10465,Bronx,NY
uno-pizzeria-and-grill-bayside,Uno Pizzeria & Grill,7182794900,66,3,"Pizza, Gluten-Free, American (Traditional)",,,39-02 Bell Blvd,,11361,Bayside,NY
rosas-pizza-and-pasta-maspeth,Rosa's Pizza & Pasta,7184465910,151,4,Pizza,,,5526 69th St,,11378,Maspeth,NY
ah-chihuahua-new-york,Ah! Chihuahua,2128886807,192,3,Mexican,,,330 E 53rd St,,10022,New York,NY
giando-on-the-water-brooklyn,Giando On the Water,7183877000,68,3.5,"Italian, Venues & Event Spaces",,,400 Kent Ave,,11211,Brooklyn,NY
champs-gourmet-deli-new-york-3,Champs Gourmet Deli,2123634000,5,3,"Delis, Bagels, Sandwiches",,,30 Broad St,,10004,New York,NY
austin-house-restaurant-forest-hills,Austin House Restaurant,7185442276,53,3,Diners,,,7204 Austin St,,11375,Forest Hills,NY
the-wharf-rockaway-park,The Wharf,7184748807,40,3,"Pubs, American (Traditional)",,,416 Beach 116th St,,11694,Rockaway Park,NY
classic-coffee-shop-new-york,Classic Coffee Shop,9176853306,9,5,Coffee & Tea,,,56 Hester St,,10002,New York,NY
ogs-restaurant-st-albans-3,Og's Restaurant,7187129845,1,1,"Caribbean, Soup",,,20503 Linden Blvd,,11412,St. Albans,NY
pomodoro-ristorante-and-pizzeria-new-york,Pomodoro Ristorante & Pizzeria,2129669229,226,3.5,Pizza,,,51 Spring St,,10012,New York,NY
quatorze-bis-new-york,Quatorze Bis,2125351414,26,4,French,,,323 E 79th St,,10021,New York,NY
5-burro-cafe-forest-hills,5 Burro Cafe,7185442984,641,3.5,Mexican,,,72-05 Austin St,,11375,Forest Hills,NY
luchos-club-woodside,Lucho's Club,7184249181,3,3,Gay Bars,,,38-19 69th St,,11377,Woodside,NY
cleopatras-needle-new-york,Cleopatra's Needle,2127696969,104,3,"Jazz & Blues, Mediterranean",,,2485 Broadway,,10025,New York,NY
barfly-ny-new-york,Barfly NY,2124739660,85,4,"Sports Bars, American (Traditional)",,,244 3rd Ave,,10010,New York,NY
haveli-restaurant-new-york,Haveli Restaurant,2129820533,230,4,"Indian, Pakistani",,,100 2nd Ave,,10003,New York,NY
cho-sen-garden-forest-hills,Cho-Sen Garden,7182751300,27,3.5,"Chinese, Kosher",,,64-43 108th St,,11375,Forest Hills,NY
o-flanagans-new-york,O'Flanagan's,2124390660,72,3,"Irish, American (Traditional), Pubs, Karaoke",,,1215 1st Ave,,10021,New York,NY
papazzio-restaurant-bayside,Papazzio Restaurant,7182291962,57,4,"Italian, Jazz & Blues, Wine Bars",,,3938 Bell Blvd,,11361,Bayside,NY
villa-barone-manor-bronx,Villa Barone Manor,7188923500,13,3.5,Caterers,,,737 Throggs Neck Expy,,10465,Bronx,NY
jimbos-hamburger-palace-new-york-10,Jimbo's Hamburger Palace,2128658777,7,3.5,"Burgers, Sandwiches",,,1345 Amsterdam Ave,,10027,New York,NY
taste-of-india-ii-staten-island-2,Taste of India II,7189874700,59,4,Indian,,,287 New Dorp Ln,,10306,Staten Island,NY
stage-door-deli-new-york-2,Stage Door Deli,2127915252,48,3.5,Delis,,,26 Vesey St,,10007,New York,NY
kum-kau-brooklyn,Kum Kau,7186381850,130,3.5,Chinese,,,465 Myrtle Ave,,11205,Brooklyn,NY
danny-blaines-bay-st-saloon-staten-island,Danny Blaine's Bay St Saloon,7187203254,3,3.5,Restaurants,,,1384 Bay Street,,10305,Staten Island,NY
han-bat-new-york,Han Bat,2126295588,1,4,Korean,,,55 W 35th St,,10001,New York,NY
caterinas-pizza-south-richmond-hill,Caterinas Pizza,7184411137,7,4,Pizza,,,11011 101st Ave,,11419,South Richmond Hill,NY
dennis-place-brooklyn,Dennis Place,7184988406,1,4,Bakeries,,,1701 Pitkin Avenue,,11212,Brooklyn,NY
white-castle-queens-village,White Castle,7184648334,5,4,Fast Food,,,112-11 Springfield Blvd,,11429,Queens Village,NY
joeys-place-astoria-2,Joey's Place,7184784037,20,3.5,Italian,,,8414 Astoria Blvd,,11370,Astoria,NY
louis-seafood-restaurant-bronx,Louis Seafood Restaurant,7188224600,23,3,Seafood,,,3478 E Tremont Ave,,10465,Bronx,NY
the-edge-new-york,The Edge,2124772940,57,3.5,"Restaurants, Bars",,,95 E 3rd St,,10003,New York,NY
cafe-luna-staten-island,Cafe Luna,7183513235,9,3.5,Italian,,,1300 Hylan Blvd,,10305,Staten Island,NY
scottys-diner-new-york,Scotty's Diner,2129861520,126,3.5,Diners,,,336 Lexington Ave,,10016,New York,NY
miracali-bakery-jackson-heights,Miracali Bakery,7187797175,8,4,"Bakeries, Latin American",,,7604 Roosevelt Ave,,11372,Jackson Heights,NY
daniels-bagels-new-york,Daniel's Bagels,2129729733,115,3.5,"Bagels, Breakfast & Brunch, Sandwiches",,,569 3rd Ave,,10016,New York,NY
kabab-caf%C3%A9-astoria-2,Kabab Café,7187289858,162,4,"Middle Eastern, Cafes",,,2512 Steinway St,,11103,Astoria,NY
lukes-bar-and-grill-new-york-2,Luke's Bar and Grill,2122497070,63,3,"Bars, American (Traditional), Burgers",,,1394 3rd Ave,,10075,New York,NY
a-and-s-pizzeria-staten-island,A & S Pizzeria,7184484142,14,3.5,Pizza,,,87 Stuyvesant Pl,,10301,Staten Island,NY
solera-restaurant-new-york,Solera Restaurant,2126441166,81,4,"Spanish, Tapas Bars",,,216 E 53rd St,,10022,New York,NY
lazzaras-pizza-cafe-new-york,Lazzara's Pizza Cafe,2129447792,124,3.5,"Pizza, Sandwiches",,,221 W 38th St,,10018,New York,NY
little-pie-company-new-york,Little Pie Company,2127364780,369,4,"Bakeries, Desserts",,,424 W 43rd St,,10036,New York,NY
malachys-donegal-inn-new-york,Malachy's Donegal Inn,2128744268,57,3.5,"Pubs, American (Traditional)",,,103 W 72nd St,Ste 5,10023,New York,NY
bello-restaurant-new-york,Bello Restaurant,2122466773,59,3.5,"Italian, Comfort Food",,,863 9th Ave,,10019,New York,NY
pronto-pizza-new-york-12,Pronto Pizza,2127683703,9,2.5,Pizza,,,30 W 48th St,Ste 1,10036,New York,NY
grotta-azzurra-brooklyn,Grotta Azzurra,7182653659,10,3.5,"Pizza, Italian",,,8505 21st Ave,,11214,Brooklyn,NY
sybils-bakery-south-richmond-hill,Sybil's Bakery,7188359235,60,4,Bakeries,,,13217 Liberty Ave,,11419,South Richmond Hill,NY
richers-bakery-and-cafe-little-neck,Richer's Bakery & Cafe,7186317004,18,4,"Bakeries, Sandwiches, Breakfast & Brunch",,,249-14 Horace Harding Blvd,,11362,Little Neck,NY
bay-ridge-manor-brooklyn,Bay Ridge Manor,7187488855,15,3,Venues & Event Spaces,,,476 76th St,,11209,Brooklyn,NY
three-guys-restaurant-new-york-3,Three Guys Restaurant,2123483800,37,3,"Diners, American (Traditional)",,,49 E 96th St,,10128,New York,NY
vaccaros-pizza-floral-park,Vaccaros Pizza,7183474143,32,4,Pizza,,,8802 Little Neck Pkwy,,11001,Floral Park,NY
gleasons-bronx,Gleason's,7189319107,1,4,"American (Traditional), Bars",,,2040 Eastchester Rd,,10461,Bronx,NY
beekman-pub-new-york,Beekman Pub,2127327333,41,3,"Irish, Pubs",,,15 Beekman St,,10038,New York,NY
peking-bbq-woodside,Peking BBQ,7186721414,129,4,"Latin American, Peruvian",,,58-11 Woodside Ave,,11377,Woodside,NY
vico-new-york,Vico,2128762222,13,4,Italian,,,1302 Madison Ave,,10128,New York,NY
szechuan-delight-restaurant-brooklyn,Szechuan Delight Restaurant,7187885408,54,3,Chinese,,,152 7th Ave,,11215,Brooklyn,NY
carry-on-tea-and-sympathy-new-york,Carry on Tea & Sympathy,2129899735,44,4,"Grocery, Tea Rooms",,,110 Greenwich Ave,,10011,New York,NY
collados-restaurant-brooklyn-2,Collados Restaurant,7184553290,11,3.5,American (New),,,1310 Broadway,,11221,Brooklyn,NY
takahachi-new-york,Takahachi,2125056524,314,4,"Sushi Bars, Japanese",,,85 Ave A,,10009,New York,NY
mcdonalds-bronx-29,McDonald's,7185858368,5,3.5,"Fast Food, Burgers",,,85 Bruckner Blvd,,10454,Bronx,NY
tokya-new-york,Tokya,2123086888,17,3,"Dance Clubs, Lounges",,,40 E 58th St,,10022,New York,NY
h-and-h-midtown-bagels-east-new-york,H & H Midtown Bagels East,2127347441,287,4,"Bagels, Breakfast & Brunch",,,1551 2nd Ave,,10028,New York,NY
white-castle-jackson-hts,White Castle,7188998376,14,3.5,Fast Food,,,88-08 Northern Blvd,,11372,Jackson Hts.,NY
henrys-rooftop-bar-new-york,Henry's Rooftop Bar,2127551400,18,3.5,"American (New), Bars",,,501 Lexington Ave,,10017,New York,NY
international-house-of-pancakes-rosedale,International House of Pancakes,7189786689,15,4,Restaurants,,,25402 Rockaway Blvd,,11422,Rosedale,NY
la-strada-restaurant-staten-island,La Strada Restaurant,7186674040,32,4.5,Italian,,,139 New Dorp Ln,,10306,Staten Island,NY
sutton-cafe-new-york,Sutton Cafe,2124219184,9,2,Cafes,,,1026 1st Ave,,10022,New York,NY
sal-and-lloyds-pizza-place-staten-island,Sal & Lloyd's Pizza Place,7183565350,2,4,Pizza,,,3850 Richmond Avenue,,10312,Staten Island,NY
novecento-new-york,Novecento,2129254706,158,3.5,Argentine,,,343 W Broadway,,10013,New York,NY
beyoglu-new-york,Beyoglu,2126500850,623,4,"Turkish, Mediterranean",,,1431 3rd Ave,,10028,New York,NY
fordham-fried-seafood-and-chicken-new-york,Fordham Fried Seafood And Chicken,7189339854,8,4.5,"Fast Food, Halal, Seafood",,,2468 Grand Concourse,,10458,New York,NY
cambridge-caterers-new-york,Cambridge Caterers,2128199130,2,4.5,Caterers,,,205 W 38th St,,10018,New York,NY
mcdonalds-flushing-11,McDonald's,7189391881,12,1.5,"Fast Food, Burgers",,,4018 Main St,,11354,Flushing,NY
cafe-bella-vita-staten-island-2,Cafe Bella Vita,7186675656,9,3.5,Cafes,,,1919 Hylan Blvd,,10305,Staten Island,NY
bqe-billiards-and-bar-jackson-heights,BQE Billiards & Bar,7187794348,13,3,"Pool Halls, Bars",,,7002 34th Ave,,11372,Jackson Heights,NY
tal-bagels-new-york-2,Tal Bagels,2124276811,152,3.5,"Bagels, Delis",,,333 E 86th St,,10028,New York,NY
dunkin-donuts-new-york-228,Dunkin Donuts,7185264820,4,2.5,Donuts,,,87-77 Parsons Blvd,,11432,New York,NY
the-girl-from-ipanema-new-york,The Girl From Ipanema,2128070150,12,3,Bars,,,252 W 14th St Frnt,,10011,New York,NY
tartine-new-york,Tartine,2122292611,626,4,"French, Breakfast & Brunch",,,253 W 11th St,,10014,New York,NY
henrietta-hudson-new-york,Henrietta Hudson,2129243347,92,3,"Gay Bars, Dance Clubs, Lounges",,,438-444 Hudson St,,10014,New York,NY
sals-pizzeria-brooklyn,Sal's Pizzeria,7183886838,80,3.5,Pizza,,,544 Lorimer St,,11211,Brooklyn,NY
lucys-new-york,Lucy's,2126733824,55,3.5,Dive Bars,,,135 Ave A,,10009,New York,NY
dojo-restaurant-new-york,Dojo Restaurant,2125058934,424,3.5,"Japanese, Bars",,,14 W 4th St,,10012,New York,NY
nueva-villa-china-restaurant-corona,Nueva Villa China Restaurant,7184761527,2,4.5,Restaurants,,,3910 103rd Street,,11368,Corona,NY
jaiya-thai-new-york,Jaiya Thai,2128891330,386,3.5,Thai,,,396 3rd Ave,,10016,New York,NY
bergen-beach-cafe-brooklyn,Bergen Beach Cafe,7182411891,7,2.5,Pizza,,,7112 Avenue U,,11234,Brooklyn,NY
ihop-flushing-2,IHOP,7183535576,78,2.5,Breakfast & Brunch,,,15517 Northern Blvd,,11354,Flushing,NY
el-cantinero-new-york,El Cantinero,2122559378,343,3,"Mexican, Tex-Mex",,,86 University Pl,,10003,New York,NY
mollys-new-york,Molly's,2128893361,291,4,"American (Traditional), Irish, Pubs",,,287 3rd Ave,,10010,New York,NY
azuri-cafe-new-york,Azuri Cafe,2122622920,158,4,Middle Eastern,,,465 W 51st St,,10019,New York,NY
amelias-restaurant-new-york,Amelia's Restaurant,2129255998,56,4,"Diners, Breakfast & Brunch",,,110 Varick St,,10013,New York,NY
national-restaurant-brooklyn,National Restaurant,7186461225,24,4,"Russian, Dance Clubs, Venues & Event Spaces",,,273 Brighton Beach Ave,,11235,Brooklyn,NY
jackson-house-jackson-heights,Jackson House,7186396201,34,3.5,Diners,,,82-14 37th Avenue,,11372,Jackson Heights,NY
georgia-diner-elmhurst,Georgia Diner,7186519000,353,3,"Diners, Breakfast & Brunch",,,86-55 Queens Blvd,,11373,Elmhurst,NY
patrick-conways-new-york,Patrick Conway's,2122861873,64,3,"Pubs, Irish",,,40 E 43rd St,,10017,New York,NY
metro-star-caf%C3%A9-brooklyn-2,Metro Star Café,7188525894,15,3.5,"Cafes, Pizza",,,369 Jay St,,11201,Brooklyn,NY
scalinatella-restaurant-new-york,Scalinatella Restaurant,2122078280,82,4.5,Italian,,,201 E 61st St,,10021,New York,NY
friends-tavern-jackson-heights,Friend's Tavern,7183977256,15,3.5,Gay Bars,,,7811 Roosevelt Ave,,11372,Jackson Heights,NY
rinc%C3%B3n-salvadore%C3%B1o-restaurant-jamaica-2,Rincón Salvadoreño Restaurant,7185263220,16,2.5,Salvadoran,,,9215 149th St,,11435,Jamaica,NY
la-nueva-victoria-new-york,La Nueva Victoria,2128651810,27,3,Chinese,,,2536 Broadway,,10025,New York,NY
mee-noodle-shop-and-grill-new-york-2,Mee Noodle Shop & Grill,2129950333,1,4,Restaurants,,,219 1st Ave,,10003,New York,NY
yen-yen-brooklyn,Yen Yen,7186338711,40,3.5,Chinese,,,404 Church Ave,,11218,Brooklyn,NY
buddys-burrito-and-taco-bar-brooklyn,Buddy's Burrito & Taco Bar,7184888695,88,4,"Mexican, Fast Food",,,260 Court St,,11231,Brooklyn,NY
oasis-cafe-flushing,Oasis Cafe,7183574843,113,3.5,Bakeries,,,19630 Northern Blvd,,11358,Flushing,NY
white-castle-brooklyn-6,White Castle,7187899654,23,3.5,Fast Food,,,959 Atlantic Ave,,11238,Brooklyn,NY
demarchelier-restaurant-new-york,Demarchelier Restaurant,2122496300,90,2.5,French,,,50 E 86th St,,10028,New York,NY
ejs-luncheonette-new-york,EJ's Luncheonette,2124720600,208,3,"Diners, Breakfast & Brunch",,,1271 3rd Ave,,10021,New York,NY
court-square-diner-long-island-city,Court Square Diner,7183921222,175,3.5,Diners,,,45-30 23rd St,,11101,Long Island City,NY
v-and-s-pizza-brooklyn,V & S Pizza,7183327300,25,4,Pizza,,,1723 Emmons Avenue,,11235,Brooklyn,NY
mcdonalds-new-york-136,McDonald's,2126331107,7,3,"Burgers, Fast Food",,,335 8th Ave,,10001,New York,NY
bella-napoli-new-york,Bella Napoli,2126834510,80,3,"Pizza, Italian",,,130 Madison Ave,,10016,New York,NY
codys-american-bar-and-grill-brooklyn,Cody's American Bar & Grill,7188526115,73,3.5,"American (Traditional), Bars",,,154 Court St,,11201,Brooklyn,NY
down-the-hatch-new-york,Down the Hatch,2126279747,379,3.5,Dive Bars,,,179 W 4th St,,10014,New York,NY
fitzgeralds-pub-new-york,Fitzgerald's Pub,2126796931,69,3.5,Pubs,,,336 3rd Ave,,10010,New York,NY
faros-restaurant-brooklyn,Faros Restaurant,7184365449,26,3.5,Diners,,,95 Church Ave,,11218,Brooklyn,NY
gun-post-lanes-bronx,Gun Post Lanes,7188810331,12,2.5,Bowling,,,1215 E Gun Hill Rd,,10469,Bronx,NY
pasta-lovers-new-york-3,Pasta Lovers,2128191155,82,3,Italian,,,142 W 49th St,,10019,New York,NY
don-giovanni-ristorante-new-york-2,Don Giovanni Ristorante,2122429054,117,3,"Italian, Pizza",,,214 10th Ave,,10011,New York,NY
los-toldos-restaurants-jackson-heights,Los Toldos Restaurants,7185657540,2,3.5,Restaurants,,,8401 Northern Boulevard,,11372,Jackson Heights,NY
molino-rojo-restaurant-bronx-2,Molino Rojo Restaurant,7185389642,33,3,Latin American,,,101 E 161st St,,10451,Bronx,NY
shabu-tatsu-east-village-new-york,Shabu-Tatsu East Village,2124772972,365,4,Japanese,,,216 E 10th St,,10003,New York,NY
tribeca-grill-new-york-2,Tribeca Grill,2129413900,364,3.5,"American (New), Bars",,,375 Greenwich St,,10013,New York,NY
dunkin-donuts-new-york-259,Dunkin Donuts,2129329636,1,4,"Coffee & Tea, Donuts",,,321 W 125th St,,10027,New York,NY
c-and-b-luncheonette-ridgewood,C&B Luncheonette,7184976561,1,5,Breakfast & Brunch,,,983 Wyckoff Ave,,11385,Ridgewood,NY
san-pietro-restaurant-new-york,San Pietro Restaurant,2127539015,32,3,Italian,,,18 E 54th St,,10022,New York,NY
indochine-new-york,Indochine,2125055111,214,3.5,"Vietnamese, French",,,430 Lafayette St,Ste A,10003,New York,NY
dunkin-donuts-ridgewood-6,Dunkin' Donuts,7184973581,6,2,"Donuts, Ice Cream & Frozen Yogurt",,,5615 Myrtle Ave,,11385,Ridgewood,NY
glenpatricks-pub-maspeth,Glenpatrick's Pub,7184298334,5,4,Pubs,,,53-73 65th Pl,,11378,Maspeth,NY
muldoons-new-york-city,Muldoon's,2125992750,53,3.5,"Irish, Pubs",,,692 3rd Ave,,10017,New York City,NY
pizza-boy-ii-woodside,Pizza Boy II,7184265023,44,3,"Pizza, Italian",,,5819 Woodside Ave,,11377,Woodside,NY
grandstand-elmhurst,Grandstand,7184789633,20,3.5,"Pubs, Irish",,,8535 Grand Ave,,11373,Elmhurst,NY
the-juilliard-and-sab-cafe-new-york,The Juilliard & SAB Cafe,2127217373,2,3.5,"Diners, Breakfast & Brunch",,,70 Lincoln Center Plz,9th Fl,10023,New York,NY
tonys-pizza-brooklyn,Tony's Pizza,7189538163,4,4,Pizza,,,1107 Rutland Rd,,11212,Brooklyn,NY
manettas-fine-foods-long-island-city,Manetta's Fine Foods,7187866171,171,4,Italian,,,1076 Jackson Ave,,11101,Long Island City,NY
niagara-new-york,Niagara,2124209517,175,3,American (Traditional),,,112 Ave A,,10009,New York,NY
salvi-restaurant-brooklyn,Salvi Restaurant,7182523030,11,3.5,Italian,,,4220 Quentin Rd,,11234,Brooklyn,NY
tibbett-diner-bronx,Tibbett Diner,7185498893,34,4,Diners,,,3033 Tibbett Ave,,10463,Bronx,NY
once-upon-a-tart-new-york,Once Upon a Tart,2123878869,147,3.5,Bakeries,,,135 Sullivan St,,10012,New York,NY
white-castle-jamaica-4,White Castle,7186576470,10,3.5,Fast Food,,,175-28 Hillside Ave,,11432,Jamaica,NY
delmonico-gourmet-food-market-new-york-2,Delmonico Gourmet Food Market,2127515559,25,3,"Specialty Food, Caterers, Grocery",,,55 E 59th St,,10022,New York,NY
flight-151-new-york,Flight 151,2122291868,138,3.5,"Pubs, Sports Bars, American (New)",,,151 8th Ave,,10011,New York,NY
garden-of-eat-in-corporation-brooklyn,Garden of Eat-In Corporation,7182525289,12,3.5,American (New),,,1416 Ave J,,11230,Brooklyn,NY
sandys-roti-shop-richmond-hill,Sandy's Roti Shop,7186598000,2,5,Caribbean,,,121-10 Liberty Ave,,31324,Richmond Hill,GA
bombay-masala-new-york,Bombay Masala,2123028150,47,2.5,Indian,,,148 W 49th St,,10019,New York,NY
jackson-hole-east-elmhurst,Jackson Hole,7182047070,245,4,"Diners, Burgers",,,6935 Astoria Blvd N,,11370,East Elmhurst,NY
cronin-and-phelans-astoria,Cronin & Phelan's,7185458999,116,4.5,"Pubs, American (Traditional), Irish",,,38-14 Broadway,,11102,Astoria,NY
pizza-plate-restaurant-brooklyn,Pizza Plate Restaurant,7182564555,6,3.5,Pizza,,,1529 86th Street,,11228,Brooklyn,NY
san-remo-pizza-long-island-city,San Remo Pizza,7189372484,33,2,Pizza,,,4820 Vernon Blvd,,11101,Long Island City,NY
topaz-thai-restaurant-new-york,Topaz Thai Restaurant,2129578020,441,3.5,Thai,,,127 W 56th St,,10019,New York,NY
moonstruck-east-restaurant-new-york,Moonstruck East Restaurant,2122131100,99,2.5,Diners,,,449 3rd Ave,,10016,New York,NY
pascalou-new-york,Pascalou,2125347522,80,3.5,French,,,1308 Madison Ave,,10128,New York,NY
tommaso-restaurant-brooklyn-2,Tommaso Restaurant,7182369883,42,4,Italian,,,1464 86th St,,11228,Brooklyn,NY
franks-pizza-brooklyn,Frank's Pizza,7183778100,40,4,Pizza,,,2134 Flatbush Ave,,11234,Brooklyn,NY
da-rosina-new-york,Da Rosina,2129777373,85,3,Italian,,,342 W 46th St,,10036,New York,NY
abitinos-pizzeria-new-york-6,Abitino's Pizzeria,2126611919,49,2.5,"Pizza, Italian",,,733 2nd Ave,,10016,New York,NY
little-poland-new-york,Little Poland,2127779728,144,3.5,"Diners, Polish",,,200 2nd Ave,,10003,New York,NY
empire-szechuan-noodle-house-new-york,Empire Szechuan Noodle House,2125681600,78,3,Chinese,,,4041 Broadway,,10032,New York,NY
island-taste-chinese-restaurant-staten-island,Island Taste Chinese Restaurant,7189875123,4,4,Chinese,,,3161 Amboy Road,,10306,Staten Island,NY
piccolo-angolo-new-york,Piccolo Angolo,2122299177,253,4,Italian,,,621 Hudson St,,10014,New York,NY
bar-six-new-york,Bar Six,2126911363,124,3.5,French,,,502 Ave of the Americas,,10011,New York,NY
baraonda-new-york,Baraonda,2122888555,110,3.5,Italian,,,1439 2nd Ave,,10021,New York,NY
a-and-j-pizzeria-brooklyn,A & J Pizzeria,7188715745,11,4.5,Pizza,,,4412 Fort Hamilton Pkwy,,11219,Brooklyn,NY
mateus-bar-and-restaurant-queens-village,Mateus Bar & Restaurant,7184644522,18,4,Portuguese,,,22205 Jamaica Ave,,11428,Queens Village,NY
luigis-restaurant-and-bar-new-hyde-park,Luigi's Restaurant & Bar,7183477136,185,4,Italian,,,265-21 Union Tpke,,11040,New Hyde Park,NY
marumi-restaurant-new-york,Marumi Restaurant,2129797055,314,3.5,"Sushi Bars, Japanese",,,546 Laguardia Pl,,10012,New York,NY
eggers-ice-cream-parlor-staten-island-2,Eggers Ice Cream Parlor,7189812110,39,4,Ice Cream & Frozen Yogurt,,,1194 Forest Ave,,10310,Staten Island,NY
ginos-pizzeria-brooklyn-2,Gino's Pizzeria,7188715920,11,4.5,Pizza,,,4006 13th Ave,,11218,Brooklyn,NY
abbey-pub-new-york,Abbey Pub,2122228713,70,3.5,"Pubs, American (Traditional)",,,237 W 105th St,,10025,New York,NY
e-and-l-bakery-bronx,E & L Bakery,7183248152,4,4,Bakeries,,,4202 White Plains Rd,,10466,Bronx,NY
carolines-on-broadway-new-york,Carolines on Broadway,2127574100,170,3.5,"Comedy Clubs, Performing Arts",,,1626 Broadway,,10019,New York,NY
the-upper-crust-new-york,The Upper Crust,2126914570,4,4,"Caterers, Party & Event Planning",,,91 Horatio St,,10014,New York,NY
la-isla-restaurant-brooklyn-2,La Isla Restaurant,7183871605,15,4,Dominican,,,293 Broadway,,11211,Brooklyn,NY
campagnola-restaurant-new-york,Campagnola Restaurant,2128611102,94,4,Italian,,,1382 1st Ave,Ste A,10021,New York,NY
tuscany-grill-brooklyn,Tuscany Grill,7189215633,47,3.5,Italian,,,8620 3rd Ave,,11209,Brooklyn,NY
russos-on-the-bay-howard-beach,Russo's On The Bay,7188435055,54,4.5,"Caterers, Seafood",,,162-45 Crossbay Blvd,,11414,Howard Beach,NY
buccaneer-diner-east-elmhurst,Buccaneer Diner,7184295188,90,3.5,Diners,,,9301 Astoria Blvd,,11369,East Elmhurst,NY
jing-fong-restaurant-new-york,Jing Fong Restaurant,2129645256,1084,3.5,"Dim Sum, Cantonese",,,20 Elizabeth St,,10013,New York,NY
becco-restaurant-new-york,Becco Restaurant,2123977597,1437,4,Italian,,,355 W 46th St,,10036,New York,NY
dunkin-donuts-astoria-4,Dunkin' Donuts,7182743011,19,2,Donuts,,,3114 Ditmars Blvd,,11105,Astoria,NY
rudys-bar-and-grill-new-york,Rudy's Bar & Grill,6467070890,686,4,"Dive Bars, Hot Dogs",,,627 9th Ave,,10036,New York,NY
austins-ale-house-kew-gardens,Austin's Ale House,7188493939,222,3,"Sports Bars, Steakhouses",,,8270 Austin St,,11415,Kew Gardens,NY
coyote-ugly-new-york,Coyote Ugly,2124774431,164,2.5,"Dive Bars, Dance Clubs, Karaoke",,,153 1st Ave,,10003,New York,NY
prima-pasta-and-cafe-howard-beach,Prima Pasta & Cafe,7186597278,69,3.5,"Italian, Pizza",,,16150 B Crossbay Blvd,,11414,Howard Beach,NY
ginos-pizza-new-york,Gino's Pizza,2127175336,93,3.5,Pizza,,,345 E 83rd St,,10028,New York,NY
tonys-pizzeria-brooklyn-3,Tony's Pizzeria,7184449651,3,3.5,Pizza,,,1622 Ralph Ave,,11236,Brooklyn,NY
uncle-vanya-cafe-new-york-2,Uncle Vanya Cafe,2122620542,67,3.5,Russian,,,315 W 54th St,,10019,New York,NY
uno-pizzeria-and-grill-nyc-2,Uno Pizzeria & Grill,2124725656,85,3,"Pizza, Gluten-Free, American (Traditional)",,,220 East 86th Street,,10028,NYC,NY
