id,name,phone,review_count,rating,display_address,postal_code,categories,longitude,latitude
best-chinese-restaurant-bronx,Best Chinese Restaurant,7183792438,4,4,"4004A Boston Rd, Eastchester, Bronx, NY 10475",10475,Chinese,-73.83175671,40.88458546
lincoln-barbecue-mount-vernon,Lincoln Barbecue,9146658800,8,4,"68 W Lincoln Ave, Mount Vernon, NY 10550",10550,Portuguese,-73.840492,40.917542
town-house-restaurant-bronx,Town House Restaurant,7183201072,6,3.5,"129 Dreiser Loop, Co-op City, Bronx, NY 10475",10475,"Diners, American (Traditional)",-73.82849783,40.87658241
crosstown-diner-bronx,Crosstown Diner,7185973450,52,3.5,"2880 Bruckner Blvd, Schuylerville, Bronx, NY 10465",10465,Diners,-73.828621,40.832432
pinch-yonkers,Pinch,9144572541,22,3,"810 Yonkers Ave, Yonkers, NY 10704",10704,American (New),-73.8653489,40.919737
lollipops-gelato-new-york,Lollipops Gelato,7189948755,3,4.5,"4120 Baychester Ave, Wakefield, New York, NY 10466",10466,"Caribbean, Ice Cream & Frozen Yogurt",-73.843628,40.893646
clairmont-diner-yonkers,Clairmont Diner,9144230482,22,3,"929 Yonkers Ave, Yonkers, NY 10704",10704,Diners,-73.85944515,40.91770738
dyre-ave-diner-bronx,Dyre Ave Diner,7189940036,2,5,"3803 Dyre Ave, Eastchester, Bronx, NY 10466",10466,"American (Traditional), Breakfast & Brunch, Diners",-73.8315964,40.8879585
joes-pizza-bronx-3,Joe's Pizza,7189313145,12,4,"3009A Middletown Rd, Country Club, Bronx, NY 10461",10461,Pizza,-73.8300934,40.8441582
addeos-riverdale-pizzeria-bronx,Addeo's Riverdale Pizzeria,7185494750,26,3.5,"5654 Riverdale Ave, North Riverdale, Bronx, NY 10471",10471,Pizza,-73.90436545,40.90572596
sals-pizzeria-and-restaurant-yonkers,Sal's Pizzeria & Restaurant,9142377777,10,3,"1160 Yonkers Ave, Yonkers, NY 10704",10704,Pizza,-73.85352083,40.91401398
new-empire-yonkers,New Empire,9148031088,3,3.5,"839 B McLean  Ave, Yonkers, NY 10704",10704,"Chinese, Japanese",-73.870903,40.905743
kennedy-fried-chicken-bronx-30,Kennedy Fried Chicken,7188825080,1,4,"3420 Boston Rd, Baychester, Bronx, NY 10469",10469,Chicken Wings,-73.849487,40.875706
flames-brick-oven-pizza-yonkers,Flames Brick Oven Pizza,9144104929,34,3,"815 Yonkers Ave, Yonkers, NY 10704",10704,Pizza,-73.8621979,40.9214592
city-island-lobster-house-bronx-2,City Island Lobster House,7188851459,124,3.5,"691 Bridge St, City Island, Bronx, NY 10464",10464,Seafood,-73.7913818,40.8568802
red-robin-gourmet-burgers-bronx,Red Robin Gourmet Burgers,3475844966,19,3,"200 Baychester Drive, #118B, Bronx, NY 10475",10475,"Burgers, American (Traditional)",-73.83019701,40.86568929
olive-garden-new-york-6,Olive Garden,7189311045,14,2,"Bay Plaza Mall, 200 Baychester Ave, Ste 208A, Co-op City, New York, NY 10475",10475,Italian,-73.82787823,40.86428211
villa-barone-restaurant-bronx,Villa Barone Restaurant,7188280560,21,3,"3289 Westchester Ave, Pelham Bay, Bronx, NY 10461",10461,"Pizza, Italian",-73.8274689,40.85326
the-bayou-restaurant-mount-vernon,The Bayou Restaurant,9146682634,133,3.5,"580 Gramatan Ave, Mount Vernon, NY 10552",10552,"Cajun/Creole, Jazz & Blues",-73.8357865,40.9261252
seans-quality-deli-bronx,Sean's Quality Deli,7185158811,3,3.5,"4273 Katonah Avenue, Bronx, NY 10470",10470,"Delis, Sandwiches",-73.867516,40.897648
nawab-pakistani-indian-cuisine-yonkers,Nawab Pakistani - Indian Cuisine,9149099700,49,4.5,"2 Hudson St, Yonkers, NY 10701",10701,"Indian, Pakistani",-73.8988113,40.933075
tonys-pizza-bronx-3,Tony's Pizza,7185196043,4,3.5,"4189 White Plains Road, Edenwald, Bronx, NY 10466",10466,Pizza,-73.8578415,40.8932915
tacos-el-poblano-yonkers,Tacos El Poblano,9144762509,47,4,"200 New Main St, Yonkers, NY 10701",10701,Mexican,-73.895721,40.93177
irish-coffee-shop-yonkers,Irish Coffee Shop,9147763309,12,3,"946 McLean Ave, Yonkers, NY 10704",10704,Cafes,-73.866493,40.90374
dunwoodie-pizzeria-and-restrnt-yonkers,Dunwoodie Pizzeria & Restaurant,9144765008,18,4,"683 Yonkers Ave, Yonkers, NY 10704",10704,Pizza,-73.866943,40.924625
sienas-trattoria-yonkers-2,Siena's Trattoria,9143727888,12,4.5,"708 Central Park Ave, Yonkers, NY 10704",10704,Italian,-73.8577409,40.9252852
saloum-new-york,Saloum,3476977649,1,4,"Williamsbridge, New York, NY 10467",10467,Senegalese,-73.8622294,40.8846619
steam-house-restaurant-and-lounge-mount-vernon,Steam House Restaurant and lounge,9143711219,12,3.5,"128 Gramatan Ave, Mount Vernon, NY 10550",10550,American (New),-73.8373691,40.9146817
carlos-and-gabbys-bronx,Carlos & Gabby's,7185438226,15,2.5,"5685 Riverdale Ave, North Riverdale, Bronx, NY 10471",10471,"Mexican, Kosher, Barbeque",-73.9044571,40.9061813
la-feria-del-taco-yonkers,La Feria Del Taco,9144230729,2,4,"643 Mclean Ave, Yonkers, NY 10705",10705,Mexican,-73.87842111,40.9089198
broadway-diner-yonkers,Broadway Diner,9149699998,21,2.5,"590 S Broadway, Yonkers, NY 10705",10705,Diners,-73.89666282,40.91315769
yoshino-asian-fusion-mount-vernon,Yoshino Asian Fusion,9146999888,30,4,"562 Gramatan Ave, Mount Vernon, NY 10552",10552,"Japanese, Asian Fusion",-73.83586653,40.92573054
riverdale-steak-house-bronx,Riverdale Steak House,7185499946,17,3,"5700 Riverdale Ave, North Riverdale, Bronx, NY 10471",10471,Steakhouses,-73.90423,40.9061759
xaviars-on-the-hudson-yonkers,Xaviars on the Hudson,9149651111,273,4,"71 Water Grant St, Yonkers, NY 10701",10701,"French, American (New), Asian Fusion",-73.904403,40.935177
the-coachmans-inn-bar-new-york,The Coachman's Inn Bar,7183248263,2,3.5,"4344 Katonah Ave, New York, NY 10470",10470,"American (New), Pubs",-73.86759974,40.90009868
maggie-spillanes-ale-house-mount-vernon,Maggie Spillane's Ale House,9146998900,57,3.5,"579 Gramatan Ave, Mount Vernon, NY 10552",10552,"Irish, Pubs",-73.835426,40.926048
bistro-rollin-pelham,Bistro Rollin,9146330780,48,4,"142 Fifth Ave, Pelham, NY 10803",10803,"French, American (New)",-73.8087818,40.9130452
rivers-edge-yonkers,River's Edge,9142379823,5,2.5,"1064 McLean Ave, Yonkers, NY 10704",10704,Italian,-73.8619995,40.9013634
dragon-china-yonkers,Dragon China,9142375557,4,2.5,"968 McLean Ave, Yonkers, NY 10704",10704,Chinese,-73.86563033,40.90312354
louis-seafood-restaurant-bronx,Louis Seafood Restaurant,7188224600,23,3,"3478 E Tremont Ave, Schuylerville, Bronx, NY 10465",10465,Seafood,-73.827034,40.8313904
dubrovnik-restaurant-new-rochelle,Dubrovnik Restaurant,9146373777,62,4.5,"721 Main St, New Rochelle, NY 10801",10801,"Mediterranean, Seafood",-73.789276,40.903654
legendary-bar-and-restaurant-bronx,Legendary Bar & Restaurant,7188220100,8,4.5,"3513 E Tremont Ave, Schuylerville, Bronx, NY 10465",10465,"Comfort Food, Bars, Italian",-73.826118,40.830978
bronkers-tap-house-yonkers,Bronkers Tap House,9143274001,3,3.5,"790 Mclean Ave, Yonkers, NY 10704",10704,"American (New), Pubs",-73.87219504,40.90748213
buongiornos-pizza-and-pasta-yonkers,Buongiorno's Pizza & Pasta,9149656565,10,3.5,"702 Mclean Ave, Yonkers, NY 10704",10704,Pizza,-73.8753357,40.9084473
knuckleheads-tavern-pelham,Knuckleheads Tavern,9147385252,5,3,"4400 Boston Post Rd, Pelham, NY 10803",10803,American (Traditional),-73.81713867,40.89108658
michelangelos-pizzeria-yonkers,Michelangelo's Pizzeria,9147760360,2,4,"1037 Yonkers Ave, Yonkers, Yonkers, NY 10704",10704,Pizza,-73.85903478,40.91459937
pizza-in-the-square-yonkers,Pizza In The Square,9149683152,13,4.5,"750 Central Park Ave, Yonkers, NY 10704",10704,Pizza,-73.8560486,40.9257202
casa-cubana-mount-vernon,Casa Cubana,9146689570,35,3.5,"9 W Grand St, Mount Vernon, NY 10552",10552,Cuban,-73.8365402,40.9252853
golden-phoenix-chinese-restaurant-bronx,Golden Phoenix Chinese Restaurant,7185488888,17,2.5,"5646 Riverdale Ave, North Riverdale, Bronx, NY 10471",10471,Chinese,-73.90438557,40.90566963
yonkers-halal-fried-chicken-yonkers,Yonkers Halal Fried Chicken,9143774395,13,4,"801 Yonkers Ave, Yonkers, NY 10704",10704,Chicken Wings,-73.8628769,40.9220886
gleasons-bronx,Gleason's,7189319107,1,4,"2040 Eastchester Rd, Bronx, NY 10461",10461,"American (Traditional), Bars",-73.843254,40.854347
tonys-pizza-bronx,Tony's Pizza,7183256935,1,5,"1840 Nereid Ave, Wakefield, Bronx, NY 10466",10466,Pizza,-73.84929366,40.89851148
hungry-howies-bronx,Hungry Howie's,9292224500,4,3,"691 Co-op City Blvd, Co-op City, Bronx, NY 10475",10475,Pizza,-73.8234097,40.8800348
applebees-bronx-4,Applebee's,7183204227,43,2,"2276 Bartow Ave, Bronx, NY 10475",10475,"American (Traditional), Sports Bars, Burgers",-73.821841,40.869018
the-original-crab-shanty-restaurant-bronx,The Original Crab Shanty Restaurant,7188851810,284,3.5,"361 City Island Ave, City Island, Bronx, NY 10464",10464,"Seafood, Italian, American (Traditional)",-73.787163,40.848673
golden-dragon-restaurant-yonkers,Golden Dragon Restaurant,9144238766,4,4.5,"785 Yonkers Ave, Yonkers, NY 10704",10704,Chinese,-73.86347853,40.92231542
raceway-diner-yonkers,Raceway Diner,9149694343,38,2.5,"833 Yonkers Ave, Yonkers, NY 10704",10704,Diners,-73.8616714,40.9208603
caribbean-delight-jamaican-restaurant-bronx,Caribbean Delight Jamaican Restaurant,,2,4,"1785 Nereid Ave, Wakefield, Bronx, NY 10466",10466,Caribbean,-73.850708,40.898426
ristorante-buona-sera-fleetwood,Ristorante Buona Sera,9146659800,16,4,"546 Gramatan Ave, Fleetwood, NY 10552",10552,Italian,-73.8361511,40.9256096
kings-southern-delight-mount-vernon,King's Southern Delight,9146687335,5,4,"284 E 3rd St, Mount Vernon, NY 10553",10553,"Sandwiches, Southern, Soul Food",-73.824478,40.909077
royal-caribbean-jamaican-bakery-bronx,Royal Caribbean Jamaican Bakery,7189945544,6,3,"3815 Dyre Ave, Eastchester, Bronx, NY 10466",10466,Caribbean,-73.83134969,40.88809647
empire-city-casino-yonkers-2,Empire City Casino,9149684200,87,3,"810 Yonkers Ave, Yonkers, NY 10704",10704,"Casinos, American (New), Race Tracks",-73.8638229,40.9176407
fresh-fruits-and-fish-market-bronx,Fresh Fruits & Fish Market,3473267906,3,4,"1394 E Gun Hill Rd, Bronx, NY 10469",10469,"Fruits & Veggies, Fish & Chips",-73.8462753,40.8703308
four-corners-pizza-pelham,Four Corners Pizza,9147380905,30,4,"902 Pelhamdale Ave, Pelham, NY 10803",10803,Pizza,-73.805397,40.8959312
decostas-restaurant-yonkers,DeCosta's Restaurant,9149648887,18,3.5,"400 Yonkers Ave, Yonkers, NY 10704",10704,"Italian, Seafood",-73.870766,40.931487
wonderful-chinese-restaurant-bronx,Wonderful Chinese Restaurant,7183252800,5,4,"518 E 240th St, Bronx, NY 10470",10470,Chinese,-73.8621515,40.90122052
peking-house-bronx-4,Peking House,7188818668,1,4,"4382 White Plains Rd, Bronx, NY 10466",10466,Chinese,-73.85461114,40.89794084
chimi-taco-truck-yonkers,Chimi Taco Truck,,2,4,"519-525 S Broadway, Yonkers, NY 10705",10705,"Food Trucks, Mexican",-73.89688873,40.91495895
j-cafe-village-of-pelham,J Cafe,9147387395,12,4,"129 Wolf's Ln, Village of Pelham, NY 10803",10803,Cafes,-73.8112594,40.9086943
mclean-avenue-bagel-cafe-inc-yonkers,McLean Avenue Bagel Cafe Inc,9147762000,6,2.5,"943 McLean Ave, Yonkers, NY 10704",10704,"Delis, Bagels",-73.86674009,40.90350375
sugar-and-spice-city-island,Sugar & Spice,7188859229,39,4,"536 City Island Ave, City Island, City Island, NY 10464",10464,"Bakeries, American (New)",-73.789505,40.853111
mckeons-bar-and-restaurant-yonkers,McKeons Bar & Restaurant,9145302386,2,3,"996 McLean Ave, Yonkers, NY 10704",10704,"Bars, American (New)",-73.864456,40.902973
frank-and-joes-deli-bronx-2,Frank & Joe's Deli,7188282858,4,5,"3639 E Tremont Ave, Schuylerville, Bronx, NY 10465",10465,"Sandwiches, Delis",-73.82383749,40.82822688
white-castle-bronx-7,White Castle,7182311347,1,3,"3663 Boston Rd, Edenwald, Bronx, NY 10466",10466,Fast Food,-73.841919,40.880474
ultimate-grill-east-bronx,Ultimate Grill,3474645787,5,3,"1345 E Guhill Rd, Pelham Gardens, East Bronx, NY 10469",10469,Caribbean,-73.8326294,40.8614298
bistro-sk-bronx,Bistro SK,7188851670,39,4.5,"273 City Island Ave, City Island, Bronx, NY 10464",10464,French,-73.786362,40.846199
xin-hi-east-bronx,Xin Hi,7183792200,1,4,"20-85 Bartow Ave, Co-op City, East Bronx, NY 10475",10475,Chinese,-73.82770977,40.86962707
chaps-pelham,Chap's,9147384622,6,4,"217 Wolfs Ln, Pelham, NY 10803",10803,Restaurants,-73.8117294,40.9065285
china-inn-buffet-bronx,China Inn Buffet,7183200909,24,2,"691 Co Op City Blvd, Co-op City, Bronx, NY 10475",10475,Chinese,-73.8251648,40.8795891
chipotle-mexican-grill-yonkers,Chipotle Mexican Grill,9148852900,49,3,"5510 Xavier Dr, Space 5A10, Yonkers, NY 10704",10704,"Mexican, Fast Food",-73.85340214,40.9268323
patricias-of-tremont-bronx,Patricia's of Tremont,7189181800,81,3.5,"3883 E Tremont Ave, Edgewater Park, Bronx, NY 10465",10465,"Pizza, Italian",-73.81926,40.823132
josephines-pizza-new-york,Josephine's Pizza,7187086132,4,3,"5784 Mosholu Ave, North Riverdale, New York, NY 10471",10471,Pizza,-73.8978577,40.9053307
muscle-maker-grill-bronx,Muscle Maker Grill,7188226991,29,4,"4041 E Tremont Ave, Throgs Neck, Bronx, NY 10465",10465,American (New),-73.817116,40.819504
luigis-pizzeria-and-restaurant-inc-bronxville,"Luigi's Pizzeria & Restaurant, Inc",9147761251,16,4,"843 Bronx River Rd, Bronxville, NY 10708",10708,"Pizza, Italian",-73.8433838,40.9271698
la-fontanella-pelham,La Fontanella,9147383008,19,3.5,"115 Wolfs Ln, Pelham, NY 10803",10803,Italian,-73.8111267,40.9092903
the-pizza-place-yonkers,The Pizza Place,9147091050,33,4.5,"92 Main St, Yonkers, NY 10701",10701,Pizza,-73.90300155,40.93465426
wolfs-lane-delicatessen-pelham,Wolf's Lane Delicatessen,9147389835,5,5,"247 Wolfs Ln, Pelham, NY 10803",10803,Delis,-73.81162204,40.9062805
fusion-bar-and-grill-bronx,Fusion Bar & Grill,3479645519,1,1,"3398 Boston Rd, Williamsbridge, Bronx, NY 10469",10469,"Caribbean, Bars, Dance Clubs",-73.85078229,40.87535799
section-5-pizza-bronx,Section 5 Pizza,7183203887,5,3,"133 Einstein Lp, Bronx, NY 10475",10475,"Pizza, Breakfast & Brunch, Chicken Wings",-73.822052,40.8644447
dolphin-yonkers,Dolphin,9147518170,87,3.5,"1 Van Der Donck St, Yonkers, NY 10701",10701,Seafood,-73.89807701,40.9315418
eddies-taco-and-grill-plus-bronx,Eddie's Taco & Grill Plus,7188620191,5,2.5,"171 Einstein Loop, Bronx, NY 10475",10475,Tex-Mex,-73.8231354,40.8644485
caribbean-delight-bronx,Caribbean Delight,7182312105,1,4,"1785A Nereid Avenue, Wakefield, Bronx, NY 10466",10466,Restaurants,-73.850708,40.898426
bangkok-city-pelham,Bangkok City,9147387070,37,3.5,"100 5th Ave, Pelham, NY 10803",10803,Thai,-73.8090612,40.91237247
ristorante-siena-new-rochelle,Ristorante Siena,9142350300,10,4,"969 Main St, New Rochelle, NY 10803",10803,Italian,-73.798485,40.899136
lammys-new-york,Lammy's,,1,3,"975 E 233rd St, Edenwald, New York, NY 10466",10466,"Caribbean, Food",-73.84889938,40.89072733
mama-puebla-bronx,Mama Puebla,7187926262,6,5,"3465 E Tremont Ave, Schuylerville, Bronx, NY 10465",10465,Mexican,-73.827011,40.831959
the-wedge-sandwich-shop-yonkers,The Wedge Sandwich Shop,9143274222,9,5,"28 Warburton Ave, Yonkers, NY 10701",10701,Sandwiches,-73.89896291,40.93528936
galitos-corp-mount-vernon,Galitos Corp,9146680100,4,4.5,"29 Elm Ave, Mount Vernon, NY 10550",10550,Restaurants,-73.832436,40.912628
jus-jerk-mount-vernon,Jus Jerk,9146995589,4,4,"272 E 3rd St, Mount Vernon, NY 10553",10553,Caribbean,-73.8252748,40.9090751
central-kitchen-englewood-cliffs,Central Kitchen,2015030104,50,3,"717 E Palisades Ave, Englewood Cliffs, NJ 07632",07632,"American (New), Italian",-73.95127869,40.88103104
rockwells-pelham-2,Rockwells,9147385881,34,3,"105 Wolfs Ln, Pelham, NY 10803",10803,American (Traditional),-73.8107986,40.90943411
johnny-and-tonys-pizza-mount-vernon,Johnny & Tony's Pizza,9146644100,12,4.5,"11 W Grand St, Mount Vernon, NY 10552",10552,"Italian, Pizza",-73.8366165,40.9253044
the-wicked-wolf-bronx,The Wicked Wolf,7188294400,29,4,"4029 E Tremont Ave, Edgewater Park, Bronx, NY 10465",10465,"Steakhouses, Italian",-73.8173676,40.8195953
spring-asian-restaurant-mount-vernon-2,Spring Asian Restaurant,9146992828,27,3.5,"525 Gramatan Ave, Mount Vernon, NY 10552",10552,Asian Fusion,-73.835762,40.925209
gemstone-kosher-catering-yonkers,Gemstone Kosher Catering,9175842310,3,3.5,"311 Central Park Ave, Yonkers, NY 10704",10704,"Kosher, Caterers",-73.8726425,40.9166298
dominos-pizza-bronx-19,Domino's Pizza,7188824393,4,2,"686c Nereid Ave, Woodlawn, Bronx, NY 10470",10470,"Pizza, Chicken Wings, Sandwiches",-73.8549728,40.8985596
heng-ji-bbq-restaurant-east-bronx,Heng Ji BBQ Restaurant,7182318666,1,5,"4246 White Plains Rd, Wakefield, East Bronx, NY 10466",10466,Barbeque,-73.8565659,40.8948031
khangri-asian-yonkers,Khangri Asian,9149682134,45,4,"22 Warburton Ave, Yonkers, NY 10701",10701,Sushi Bars,-73.898901,40.935072
mr-nicks-pizza-and-pasta-new-york,Mr. Nick's Pizza & Pasta,7188841666,20,3,"3552 Johnson Ave, Riverdale, New York, NY 10463",10463,"Italian, Pizza",-73.90975535,40.88616125
riverdale-pie-guys-bronx,Riverdale Pie Guys,7187086128,7,4.5,"5784 Mosholu Ave, North Riverdale, Bronx, NY 10471",10471,Pizza,-73.8978577,40.9053307
menya-sandaime-fort-lee,Menya Sandaime,2014824141,125,4.5,"1638 Parker Ave, Fort Lee, NJ 07024",07024,Ramen,-73.9679119,40.8499085
peppinos-pizza-bronx,Peppinos Pizza,7189947543,7,2.5,"4701 White Plains Rd, Woodlawn, Bronx, NY 10470",10470,Pizza,-73.85019287,40.90369016
pizza-yonkers-av-corp-yonkers,Pizza Yonkers Av Corp,9142371121,1,5,"1232 Yonkers Ave, Yonkers, NY 10704",10704,Pizza,-73.8509445,40.9143715
la-piccola-gourmet-italian-deli-yonkers,La Piccola Gourmet Italian Deli,9147518620,3,3.5,"885 Yonkers Ave, Yonkers, NY 10704",10704,"Grocery, Ethnic Food, Delis",-73.86046708,40.91920607
winners-restaurant-and-lounge-new-york,Winners Restaurant & Lounge,7184321013,2,4.5,"6697 Broadway, North Riverdale, New York, NY 10471",10471,"American (New), Lounges",-73.897034,40.911404
checkers-bronx,Checkers,7183204764,16,3,"344 Baychester Ave, Co-op City, Bronx, NY 10475",10475,American (Traditional),-73.830643,40.867176
poppys-italian-deli-mount-vernon,Poppy's Italian Deli,9146990145,5,3,"420 E Sandford Blvd, Mount Vernon, NY 10550",10550,"Italian, Delis",-73.82018164,40.90146929
la-pupusa-loca-yonkers,La Pupusa Loca,9143761437,9,3.5,"297 S Broadway, Yonkers, NY 10705",10705,Latin American,-73.89592,40.923477
gigis-kitchen-mount-vernon,Gigi's Kitchen,9146622867,1,4,"149 S MacQuesten Pkwy, Mount Vernon, NY 10550",10550,Delis,-73.8515091,40.9093132
guapo-cocina-mexicana-yonkers,Guapo Cocina Mexicana,9149205900,43,3.5,"10 Warburton Ave, Yonkers, NY 10701",10701,Mexican,-73.899109,40.9347
red-flower-restaurant-bronx,Red Flower Restaurant,7189942375,2,4,"4733 White Plains Rd, Woodlawn, Bronx, NY 10470",10470,Chinese,-73.850082,40.904434
ihop-bronx-4,IHOP,7183256664,15,2.5,"4340 Boston Post Rd, Bronx, NY 10475",10475,Breakfast & Brunch,-73.819381,40.89026302
lenos-clam-bar-new-rochelle,Leno's Clam Bar,9146369869,35,3,"755 Pelham Rd, New Rochelle, NY 10805",10805,Seafood,-73.7897186,40.8887596
caridad-and-louies-restaurant-yonkers-2,Caridad & Louie's Restaurant,9143759777,24,3.5,"187 S Broadway, Yonkers, NY 10701",10701,Spanish,-73.896225,40.9276466
panda-restaurant-bronx,Panda Restaurant,7186016586,3,3.5,"5625 Broadway, Kingsbridge, Bronx, NY 10463",10463,"Chinese, American (New)",-73.9042072,40.87986276
the-stand-new-york-5,The Stand,7183045000,4,3,"265 W 231st St, Kingsbridge, New York, NY 10463",10463,Burgers,-73.90706442,40.88014103
caridad-international-bronx,Caridad International,7185435580,4,4,"5523 Broadway, Kingsbridge, Bronx, NY 10463",10463,Latin American,-73.906128,40.877644
cold-cut-city-gourmet-bronx,Cold Cut City Gourmet,7185437419,16,3.5,"228 W 231st St, Kingsbridge, Bronx, NY 10463",10463,Delis,-73.90567303,40.8793062
china-one-new-york,China One,7187985997,1,2,"334 E Gunhill Rd, Norwood, New York, NY 10467",10467,Chinese,-73.8731689,40.8786583
second-helping-glatt-kosher-food-bronx,Second Helping Glatt Kosher Food,7185481818,2,4.5,"3532 Johnson Ave, Riverdale, Bronx, NY 10463",10463,Delis,-73.90980296,40.88601507
little-caesars-new-york-5,Little Caesars,7185435431,1,3,"5625 Broadway, Kingsbridge, New York, NY 10463",10463,Pizza,-73.9042892,40.8799171
caridad-broadway-new-york,Caridad Broadway,2125449286,7,2.5,"4799 Broadway, Washington Heights, New York, NY 10034",10034,Latin American,-73.925499,40.866512
mcdonalds-manhattan-37,McDonald's,2123041610,8,2,"208 Dyckman St, Washington Heights, Manhattan, NY 10040",10040,"Burgers, Fast Food",-73.92707638,40.86515822
el-pollo-dorado-fried-chicken-and-restaurant-new-york,El Pollo Dorado Fried Chicken & Restaurant,2127952569,1,4,"1497 St Nicholas Ave, Washington Heights, New York, NY 10033",10033,Dominican,-73.932182,40.851994
dominos-pizza-bronx-13,Domino's Pizza,7186534618,4,2.5,"3869 White Plains Rd, Williamsbridge, Bronx, NY 10467",10467,"Pizza, Chicken Wings, Sandwiches",-73.862045,40.885551
popeyes-chicken-and-biscuits-bronx-4,Popeyes Chicken and Biscuits,7189942606,1,3,"2751 Boston Rd, Pelham Gardens, Bronx, NY 10469",10469,Chicken Wings,-73.8612289,40.8667908
golden-dragon-new-york-2,Golden Dragon,2125672898,5,2.5,"107 Dyckman St, Washington Heights, New York, NY 10040",10040,Chinese,-73.9248352,40.8620453
don-panchos-steakhouse-west-bronx,Don Pancho's Steakhouse,7185855855,12,3.5,"43 Bruckner Blvd, Mott Haven, West Bronx, NY 10454",10454,Steakhouses,-73.92689308,40.80664719
santa-clarita-bronx,Santa Clarita,7182929399,2,4.5,"237 Willis Ave, Mott Haven, Bronx, NY 10454",10454,Mexican,-73.92289,40.80941
p-and-m-classic-pizza-and-restaurant-new-york,P&M Classic Pizza & Restaurant,2129263155,35,3.5,"1747 Amsterdam Ave, Harlem, New York, NY 10031",10031,Pizza,-73.9465637,40.8261108
brothers-seafood-new-york,Brothers Seafood,3476661021,3,4,"632 Walton Ave, Concourse Village, New York, NY 10451",10451,"Seafood, Soul Food, Southern",-73.92731476,40.82128906
african-american-best-food-inc-new-york,African American Best Food Inc,2126908052,4,3.5,"410 Malcolm X, Blvd Frnt 1, Harlem, New York, NY 10037",10037,South African,-73.93746779,40.81408562
golden-pizza-bronx,Golden Pizza,7186658328,8,4,"504 E 138th Street, Mott Haven, Bronx, NY 10454",10454,Pizza,-73.91947232,40.80761276
golden-wok-new-york-2,Golden Wok,2122810808,27,3.5,"1770 Amsterdam Ave, Harlem, New York, NY 10031",10031,Chinese,-73.9467163,40.8269997
jing-hui-new-york,Jing Hui,2122838118,7,3.5,"255 W 148 St, Harlem, New York, NY 10039",10039,Chinese,-73.939537,40.8245888
jalisco-tacos-bronx,Jalisco Tacos,7185854148,6,4,"214 Saint Anns Avenue, Mott Haven, Bronx, NY 10454",10454,Restaurants,-73.9174805,40.806221
king-garden-new-york-2,King Garden,2128628818,7,3,"1 W 137th St, 5 Ave, East Harlem, New York, NY 10037",10037,Chinese,-73.936707,40.814108
picanteria-el-botecito-corporation-bronx,Picanteria El Botecito Corporation,7184017366,5,4,"151 Bruckner Boulevard, Mott Haven, Bronx, NY 10454",10454,American (New),-73.9195938,40.8036461
sea-food-kingz-bronx,Sea Food Kingz,7185853300,4,4,"145 Bruckner Blvd, Mott Haven, Bronx, NY 10454",10454,Seafood,-73.9199905,40.8038025
baraka-buffet-restaurant-manhattan,Baraka Buffet Restaurant,2124913969,3,4.5,"2546 Frederick Douglass Blvd, Harlem, Manhattan, NY 10039",10039,American (New),-73.94616365,40.81692472
andys-restaurant-new-york,Andy's Restaurant,2128602614,8,4,"2262 3rd Ave, East Harlem, New York, NY 10035",10035,American (Traditional),-73.9369125,40.8026199
cafe-22-new-york,Cafe 22,2122818500,20,2.5,"2309 Adam Clayton Powell, Harlem, New York, NY 10030",10030,"Cafes, Halal",-73.94309998,40.81549072
jgs-on-madison-new-york,JG's on Madison,2127227834,4,4,"2056 Madison Ave, East Harlem, New York, NY 10037",10037,"American (Traditional), Breakfast & Brunch, Fish & Chips",-73.9386368,40.8089104
victorios-pizza-plus-new-york,Victorio's Pizza Plus,2122832100,30,2.5,"348 W 145th St, Harlem, New York, NY 10030",10030,Pizza,-73.9443512,40.8235512
rustys-flavor-new-york,Rusty's Flavor,2123683403,4,4,"2253 Adam Clayton Powell Jr Blvd, Harlem, New York, NY 10027",10027,Caribbean,-73.944458,40.81356
pinkys-jamaican-and-american-restaurant-new-york,Pinky's Jamaican and American Restaurant,6467264952,3,3.5,"219 W 145th St, Harlem, New York, NY 10039",10039,Caribbean,-73.939987,40.822334
crown-fried-chicken-new-york-7,Crown Fried Chicken,2122340014,5,4,"1514 Amsterdam Ave, Harlem, New York, NY 10031",10031,Southern,-73.9524841,40.8187943
kennedy-fried-chicken-manhattan,Kennedy Fried Chicken,2127225420,8,4,"2232 3rd Ave, East Harlem, Manhattan, NY 10035",10035,"Chicken Wings, Fast Food",-73.9376144,40.8014832
harlem-karibe-takeout-new-york,Harlem Karibe Takeout,2122835335,12,3.5,"2234 Adam Clayton Powell Jr Blvd, Harlem, New York, NY 10027",10027,Haitian,-73.94520208,40.81313552
sea-and-sea-fish-market-manhattan,Sea & Sea Fish Market,2128626390,7,3.5,"2391 7th Ave., Harlem, Manhattan, NY 10030",10030,Seafood,-73.94144364,40.81815653
silver-palace-new-york-2,Silver Palace,2122838000,3,4.5,"3438 Broadway, Harlem, New York, NY 10031",10031,Restaurants,-73.95269886,40.82307838
grand-great-wall-restaurant-new-york,Grand Great Wall Restaurant,2122837123,2,5,"1588 Amsterdam Avenue, Harlem, New York, NY 10031",10031,Restaurants,-73.950676,40.8212852
