"id","name","phone","0","0.0","categories","0.00000000","0.00000000","address1","address2","zip","city","state"
"el-mangu-sabroso-restaurant-bronx","El Mangu Sabroso Restaurant","7185636499","6","3.0","Mexican","-73.90052000","40.86787800","80 W Kingsbridge Rd","","10468","Bronx","NY"
"cafe-water-new-york","Cafe Water","2127851320","36","3.0","Delis","-74.00726320","40.70576860","130 Water St","","10005","New York","NY"
"alligator-lounge-ii-brooklyn","Alligator Lounge II","7183836000","21","3.5","Bars","-73.95790960","40.73009550","113 Franklin St","","11222","Brooklyn","NY"
"dunkin-donuts-brooklyn-43","Dunkin' Donuts","7183847640","14","4.0","Donuts","-73.94416780","40.71479440","352 Graham Ave","","11211","Brooklyn","NY"
"ristorante-grifone-new-york","Ristorante Grifone","2124907275","63","4.0","Italian","-73.97100800","40.75239900","244 E 46th St","","10017","New York","NY"
"horus-caf%C3%A9-new-york-3","Horus Café","2122284774","220","3.0","Lounges, Middle Eastern, Hookah Bars","-73.98200600","40.72791700","293 E 10th St","","10009","New York","NY"
"gotham-comedy-club-new-york","Gotham Comedy Club","2123679000","203","3.5","Comedy Clubs","-73.99638850","40.74400720","208 W 23rd St","","10011","New York","NY"
"king-house-bronx-2","King House","7185885888","4","3.0","Restaurants","-73.90569310","40.83168790","3545 3rd Avenue","","10456","Bronx","NY"
"north-village-deli-emporium-new-york","North Village Deli Emporium","2122290887","16","3.0","Delis","-74.00235400","40.73944800","74 8th Ave","","10011","New York","NY"
"daikichi-sushi-new-york-2","Daikichi Sushi","2124378744","1","2.0","Restaurants","-74.01022300","40.70999900","173 Broadway","","10007","New York","NY"
"bento-nouveau-new-york-4","Bento Nouveau","2123981405","44","3.0","Japanese, Sushi Bars","-73.98742200","40.75340830","1407 Broadway","","10018","New York","NY"
"bento-nouveau-new-york-5","Bento Nouveau","2127470994","49","2.5","Japanese, Sushi Bars","-74.01309334","40.70598535","32 Broadway","","10184","New York","NY"
"original-napolis-pizza-brooklyn-2","Original Napoli's Pizza","7188279734","6","4.0","Pizza, Italian","-73.86974300","40.67321400","594 Crescent St","","11208","Brooklyn","NY"
"chatham-square-restaurant-new-york","Chatham Square Restaurant","2125878800","128","3.5","Dim Sum, Cantonese","-73.99833680","40.71400830","6 Chatham Sq","","10038","New York","NY"
"guyana-oriental-garden-restaurant-south-richmond-hill","Guyana Oriental Garden Restaurant","7183232453","1","3.0","Restaurants","-73.82693500","40.68557400","11522 Liberty Avenue","","11419","South Richmond Hill","NY"
"tete-a-tete-brooklyn","Tete A Tete","7186760783","70","3.5","Cafes, Lounges, Breakfast & Brunch","-73.95515509","40.58753148","2601 E 14th St","","11235","Brooklyn","NY"
"kellari-taverna-new-york","Kellari Taverna","2122210144","260","3.5","Greek, Mediterranean, Seafood","-73.98104040","40.75535880","19 W 44th St","","10036","New York","NY"
"royal-cucina-staten-island","Royal Cucina","7189875771","3","3.0","American (New)","-74.08558650","40.59551590","1352 Hylan Blvd","","10305","Staten Island","NY"
"starbucks-manhattan-93","Starbucks","2124826530","14","3.0","Coffee & Tea","-74.00880490","40.70469070","110 Pearl St","","10005","Manhattan","NY"
"starbucks-new-york-396","Starbucks","2126440692","15","3.0","Coffee & Tea","-73.96810170","40.76193630","731 Lexington Ave","","10022","New York","NY"
"starbucks-new-york-193","Starbucks","2124866764","29","2.5","Coffee & Tea","-73.96563080","40.76242760","1021 3rd Ave","","10021","New York","NY"
"beanocchio-cafe-new-york","Beanocchio Cafe","2128618060","96","4.0","Coffee & Tea","-73.95227590","40.76940680","1431 York Ave","","10021","New York","NY"
"dave-and-busters-new-york","Dave & Buster's","6464952015","410","3.0","American (Traditional), Arcades","-73.98865980","40.75658110","234 W 42nd St","","10036","New York","NY"
"a-voce-new-york","A Voce","2125458555","234","3.5","Italian","-73.98658750","40.74250790","41 Madison Ave","","10010","New York","NY"
"think-coffee-new-york-2","Think Coffee","2122286226","497","3.5","Coffee & Tea","-73.99528620","40.72833780","248 Mercer St","","10012","New York","NY"
"nomad-new-york","Nomad","2122535410","296","3.5","African, Moroccan, Caterers","-73.98891400","40.72632600","78 2nd Ave","","10003","New York","NY"
"jamba-juice-new-york-24","Jamba Juice","2129475105","12","3.0","Juice Bars & Smoothies","-73.99328720","40.75532200","625 8th Ave., Main Concourse South Wing","","10018","New York","NY"
"trestle-on-tenth-new-york","Trestle on Tenth","2126455659","216","3.5","American (New)","-74.00333400","40.74834100","242 10th Ave","","10001","New York","NY"
"dominos-pizza-brooklyn-15","Domino's Pizza","7187565666","6","1.0","Pizza","-73.92042540","40.66159060","1763 Union St","","11213","Brooklyn","NY"
"cafe-borbone-astoria","Cafe Borbone","7187771023","1","5.0","","-73.91167800","40.76757090","2507 Steinway St","","11103","Astoria","NY"
"jack-russells-new-york","Jack Russell's","2124722800","94","3.0","Bars","-73.95367400","40.77577400","1591 2nd Ave","","10028","New York","NY"
"lasagna-ristorante-new-york","Lasagna Ristorante","2123085353","121","3.5","Italian","-73.96885700","40.75488700","941 2nd Ave","","10022","New York","NY"
"cafe-metro-new-york-9","Cafe Metro","2125862626","26","2.0","Sandwiches, Salad","-73.98119080","40.76332150","839 7th Ave","","10019","New York","NY"
"dominos-pizza-new-york-3","Domino's Pizza","2124965900","15","2.5","Pizza","-73.97100091","40.78819156","592 Columbus Ave","","10024","New York","NY"
"el-vincentino-restaurante-salvadoreno-flushing","El Vincentino Restaurante Salvadoreno","7188867825","8","4.0","Ethnic Food, Latin American","-73.80406580","40.75761040","43-37 162 St","","11358","Flushing","NY"
"little-morocco-astoria","Little Morocco","7182048118","73","4.0","Moroccan, Middle Eastern","-73.91134640","40.76795960","2439 Steinway  St","","11103","Astoria","NY"
"subway-brooklyn-113","Subway","7187483801","1","1.0","Sandwiches, Fast Food","-74.02322687","40.63518561","6801 4th Ave","","11220","Brooklyn","NY"
"poke-new-york","Poke","2122490569","267","4.0","Sushi Bars, Japanese","-73.95036300","40.77664900","343 E 85th St","","10028","New York","NY"
"macumba-bar-and-restaurant-hollis-3","Macumba Bar & Restaurant","7182641960","2","3.0","American (New), Bars","-73.77495660","40.70941790","18433 Jamaica Ave","Ste 184","11423","Hollis","NY"
"eastside-billiards-new-york","Eastside Billiards","2128317665","62","3.5","Pool Halls, Bars","-73.95458130","40.77936480","163 E 86th St","","10028","New York","NY"
"escolas-astoria","Escolas","7184827461","7","2.5","Latin American","-73.92890000","40.75595900","3204 36th Ave","","11106","Astoria","NY"
"cafetasia-new-york-2","Cafetasia","2125292363","778","3.5","Thai, Asian Fusion","-73.99435420","40.73126600","38 E 8th St","","10003","New York","NY"
"national-bakery-bronx-3","National Bakery","7186533870","2","4.5","Bakeries","-73.86468100","40.86569900","767 Allerton Avenue","","10467","Bronx","NY"
"subway-astoria-11","Subway","7187268868","1","4.0","Fast Food, Sandwiches","-73.93070850","40.76566790","2109 Broadway","","11106","Astoria","NY"
"lennys-new-york-4","Lenny's","2124624433","88","3.5","Sandwiches, Bagels, American (Traditional)","-73.99045600","40.74160200","16 W 23rd St","","10010","New York","NY"
"craftsteak-new-york","Craftsteak","2124006699","95","3.5","Steakhouses","-74.00758356","40.74308619","85 10th Ave","","10011","New York","NY"
"new-ho-wah-chinese-restaurant-astoria","New Ho Wah Chinese Restaurant","7189561849","7","2.5","Chinese","-73.91327490","40.75631290","4203 Broadway","","11103","Astoria","NY"
"swish-new-york","Swish","2127778808","7","2.5","Restaurants","-73.99917550","40.72982930","88 W 3rd St","","10012","New York","NY"
"bowery-kitchen-supply-equipment-new-york","Bowery Kitchen Supply Equipment","2123764982","56","4.0","Kitchen & Bath","-74.00734290","40.74321770","Chelsea Market Building","88 10th Ave","10011","New York","NY"
"el-pollo-restaurant-staten-island","El Pollo Restaurant","7188154928","2","4.0","Restaurants","-74.18271190","40.59521460","","","10314","Staten Island","NY"
"carve-new-york","Carve","2127304949","152","3.5","Sandwiches, Pizza","-73.98726654","40.76010513","760 8th Ave","","10036","New York","NY"
"sabrys-astoria","Sabry's","7187219010","56","4.0","Seafood, Middle Eastern","-73.91111000","40.76822300","2425 Steinway St","","11103","Astoria","NY"
"palo-santo-brooklyn","Palo Santo","7186366311","267","4.0","Latin American, Caribbean, Breakfast & Brunch","-73.98201000","40.67671600","652 Union St","","11215","Brooklyn","NY"
"wengs-palace-new-york","Weng's Palace","2128686868","26","2.0","Chinese","-73.99141350","40.75605800","304 W 40th St","","10018","New York","NY"
"juniors-restaurant-new-york-6","Junior's Restaurant","2123022000","1475","4.0","Diners, American (Traditional), Breakfast & Brunch","-73.98619737","40.75804685","1515 Broadway","","10036","New York","NY"
"the-morgan-library-and-museum-new-york-3","The Morgan Library & Museum","2126850008","125","4.5","Museums","-73.98152650","40.74920940","225 Madison Ave","","10016","New York","NY"
"astoria-park-pizzeria-astoria","Astoria Park Pizzeria","7187219722","20","4.0","Greek, Pizza","-73.91690100","40.78083400","1927 Ditmars Blvd","","11105","Astoria","NY"
"body-by-brooklyn-brooklyn","Body by Brooklyn","7189239400","101","3.0","Day Spas, Venues & Event Spaces, Skin Care","-73.96813810","40.69635740","275 Park Ave","","11205","Brooklyn","NY"
"fort-hamilton-diner-brooklyn","Fort Hamilton Diner","7182385151","41","3.5","Diners","-74.03142500","40.61599000","9502 4th Ave","","11209","Brooklyn","NY"
"long-cheng-brooklyn","Long Cheng","7182354829","3","4.5","Fast Food, Chinese","-73.88501000","40.68001600","2977 Fulton St","","11208","Brooklyn","NY"
"dragon-village-bronx","Dragon Village","7185971900","1","3.0","Restaurants","-73.86672970","40.83190540","1795 Westchester Avenue","","10472","Bronx","NY"
"mr-tongs-rego-park","Mr. Tong's","7188978202","47","3.5","Chinese","-73.85546875","40.72753143","9720 Queens Blvd","","11374","Rego Park","NY"
"la-rondine-kew-gardens","La Rondine","7187932556","25","4.0","Pizza","-73.82906340","40.71326830","12038 Queens Blvd","","11415","Kew Gardens","NY"
"heights-falafel-brooklyn","Heights Falafel","7184880808","84","4.0","Middle Eastern, Falafel","-73.99263000","40.69853970","78 Henry St","","11201","Brooklyn","NY"
"cheo-ga-jip-inc-flushing","Cheo Ga Jip Inc","7184450806","1","5.0","","-73.80484074","40.76248936","16024A Northern Blvd","","11358","Flushing","NY"
"dallas-bbq-new-york-7","Dallas BBQ","2122219000","731","3.0","Barbeque","-73.98887247","40.75699984","241 W 42nd St","","10036","New York","NY"
"greenhouse-new-york","Greenhouse","2128077000","292","2.5","Dance Clubs","-74.00533370","40.72619000","150 Varick St","","10013","New York","NY"
"kazuza-new-york","Kazuza","2125059300","226","3.5","Hookah Bars, Middle Eastern","-73.98380890","40.72596270","107 Ave A","","10009","New York","NY"
"great-jones-spa-new-york","Great Jones Spa","2125053185","247","3.5","Massage, Day Spas","-73.99326700","40.72693720","29 Great Jones St","","10012","New York","NY"
"pyza-brooklyn","Pyza","7183498829","30","4.5","Polish","-73.94879400","40.72422200","118 Nassau Ave","","11222","Brooklyn","NY"
"ditch-plains-new-york","Ditch Plains","2126330202","237","3.5","Seafood","-74.00379180","40.72919080","29 Bedford St","","10014","New York","NY"
"greenwich-st-tavern-pub-and-restaurant-new-york","Greenwich St Tavern Pub & Restaurant","2123347827","42","3.5","American (Traditional), Pubs","-74.00968880","40.72083900","399 Greenwich St","","10013","New York","NY"
"dunkin-donuts-corona-2","Dunkin Donuts","7183975770","2","3.0","","-73.86984190","40.74941030","3804 Junction Boulevard","","11368","Corona","NY"
"dunkin-donuts-richmond-hill","Dunkin' Donuts","7184418006","7","1.5","","-73.83603700","40.70726800","11602 Metropolitan Avenue","","11418","Richmond Hill","NY"
"dunkin-donuts-kew-gardens","Dunkin Donuts","7185444040","9","2.5","Donuts","-73.83044260","40.71396950","12074 Queens Blvd","","11415","Kew Gardens","NY"
"baskin-robbins-fresh-meadows","Baskin-Robbins","7184635819","1","4.0","Ice Cream & Frozen Yogurt","-73.78014470","40.73351790","6120 Fresh Meadows Ln","","11365","Fresh Meadows","NY"
"blimpie-new-york-30","Blimpie","2129322730","3","4.0","Sandwiches, Fast Food","-73.97076920","40.79544330","2578 Broadway","","10025","New York","NY"
"cafe-71-new-york","Cafe 71","2128752100","40","3.0","Salad, Pizza, Sandwiches","-73.98235300","40.77820600","2061 Broadway","","10023","New York","NY"
"k-bap-new-york","K-Bap","9176393814","8","3.5","Korean","-73.97741780","40.76324290","62 W 56th St","","10019","New York","NY"
"cafe-i-algo-mas-east-elmhurst","Cafe I Algo Mas","7182050450","1","3.0","","-73.87085020","40.76249070","9813 Astoria Boulevard","","11369","East Elmhurst","NY"
"mcdonalds-brooklyn-15","McDonald's","7188328600","22","3.0","Fast Food, Burgers","-73.98676300","40.66972570","289 9th St","","11215","Brooklyn","NY"
"elsa-la-reina-del-chicharron-bronx","Elsa La Reina Del Chicharron","7182957383","6","3.5","Spanish","-73.90351050","40.85868537","1 E 183rd Street","","10453","Bronx","NY"
"new-peking-house-brooklyn","New Peking House","7188275016","1","3.0","Chinese","-73.86983500","40.68408600","3408 Fulton St","","11208","Brooklyn","NY"
"papa-johns-pizza-new-york-2","Papa John's Pizza","2126087272","10","3.0","Pizza","-74.00896500","40.70940000","21 Maiden Ln","","10038","New York","NY"
"el-potro-mexican-restaurant-astoria","El Potro Mexican Restaurant","7189326631","1","5.0","Mexican","-73.91328180","40.75631610","4313 Broadway","","11103","Astoria","NY"
"dunkin-donuts-baskin-robbins-oakland-gardens","Dunkin Donuts-Baskin Robbins","7183571273","7","3.0","Bakeries, Donuts","-73.75625020","40.74742860","6158 Springfield Blvd","","11364","Oakland Gardens","NY"
"dunkin-donuts-jamaica-7","Dunkin Donuts","7185916616","5","3.0","Donuts","-73.79947690","40.72297110","168-22 Union Tpke","","11366","Jamaica","NY"
"dunkin-donuts-glen-oaks","Dunkin Donuts","7183433611","7","2.5","Donuts","-73.71499820","40.74570290","25609 Union Turnpike","","11004","Glen Oaks","NY"
"dunkin-donuts-flushing-2","Dunkin Donuts","7188865279","1","1.0","Ice Cream & Frozen Yogurt","-73.78621440","40.76345560","3547 Francis Lewis Boulevard","","11358","Flushing","NY"
"wine-and-roses-new-york-2","Wine and Roses","2125799463","116","3.5","Wine Bars","-73.97822590","40.77853770","286 Columbus Ave","","10023","New York","NY"
"marios-pizzeria-brooklyn-3","Mario's Pizzeria","7186243371","2","4.0","Pizza, Chicken Wings","-73.98991719","40.68354852","222 Hoyt St","","11217","Brooklyn","NY"
"trinity-place-bar-and-restaurant-new-york","Trinity Place Bar and Restaurant","2129640939","143","3.5","Bars, American (New)","-74.01117000","40.70886500","115 Broadway","","10006","New York","NY"
"by-the-slice-bellerose","By the Slice","7183437100","11","3.5","Pizza","-73.73109310","40.72736560","23609 Braddock Ave","","11426","Bellerose","NY"
"salt-and-pepper-new-york","Salt and Pepper","2126770005","11","3.0","Indian","-73.98267780","40.73164710","239 1st Ave","","10003","New York","NY"
"vermicelli-new-york","Vermicelli","2122888868","146","3.0","Vietnamese","-73.95542900","40.77230800","1492 2nd Ave","","10075","New York","NY"
"globe-coffee-shop-woodside","Globe Coffee Shop","7182040331","5","4.0","Coffee & Tea, Cafes","-73.90768990","40.75738500","3086 51st St","","11377","Woodside","NY"
"dunkin-donuts-queens-17","Dunkin' Donuts","7187768609","5","2.5","Donuts, Coffee & Tea, Bagels","-73.74535330","40.72986710","219-11 Hillside Ave","","11427","Queens","NY"
"latens-place-jamaica","Latens Place","7185270339","13","4.0","Caribbean","-73.77310540","40.68548530","11908 Merrick Blvd","","11434","Jamaica","NY"
"fatty-crab-new-york","Fatty Crab","2123523592","603","3.5","Seafood, Asian Fusion, Thai","-74.00563097","40.73908733","643 Hudson St","","10014","New York","NY"
"taste-of-dollys-corona","Taste of Dolly's","7185651420","4","3.5","Pizza","-73.85550680","40.75135780","4007 111th Street","","11368","Corona","NY"
"china-chalet-staten-island","China Chalet","7189848044","12","3.0","Chinese","-74.15982310","40.54570570","4326 Amboy Rd","","10314","Staten Island","NY"
"12th-street-bar-and-grill-brooklyn","12th Street Bar & Grill","7189659526","110","3.5","Pubs, American (Traditional)","-73.98040000","40.66391000","1123 8th Ave","","11215","Brooklyn","NY"
"harefield-road-brooklyn","Harefield Road","7183886870","330","4.0","Bars, Breakfast & Brunch","-73.94344300","40.71482800","769 Metropolitan Ave","","11211","Brooklyn","NY"
"vezzo-thin-crust-pizza-new-york","Vezzo Thin Crust Pizza","2128398300","630","4.0","Pizza","-73.98140700","40.74449200","178 Lexington Ave","","10016","New York","NY"
"gennaro-new-york-2","Gennaro","2126655348","252","3.5","Italian","-73.97202685","40.79168513","665 Amsterdam Ave","","10025","New York","NY"
"riposo-46-new-york","Riposo 46","2122478018","237","4.0","Wine Bars, Italian","-73.99075320","40.76123810","667 9th Ave","","10036","New York","NY"
"hayaty-new-york","Hayaty","2123880588","32","4.0","Hookah Bars, Middle Eastern, Lounges","-73.98387810","40.72585090","103 Ave A","","10009","New York","NY"
"r-m-f-clintonville-whitestone","R M F Clintonville","7183520300","2","3.5","Italian","-73.81248940","40.79219510","1029 Clintonville St","","11357","Whitestone","NY"
"taco-bell-bronx-7","Taco Bell","7187923686","4","2.0","Fast Food, Mexican, Tex-Mex","-73.86763500","40.85498100","2148 White Plains Road","","10462","Bronx","NY"
"el-sol-de-mexico-corp-jamaica","El Sol De Mexico Corp","7186580231","3","3.0","Mexican","-73.79857170","40.69302290","9509 Sutphin Blvd","","11435","Jamaica","NY"
"sam-won-gahk-bayside","Sam Won Gahk","7183525600","30","3.0","Chinese, Korean","-73.76273900","40.76162300","219-01 Northern Blvd","","11361","Bayside","NY"
"queens-pizza-forest-hills","Queens Pizza","7185445800","7","2.5","Pizza","-73.83352750","40.71552730","11614 Queens Blvd","","11375","Forest Hills","NY"
"kaylahs-hut-bronx","Kaylah's Hut","7188422300","5","4.0","American (New)","-73.90198566","40.81895716","805 Prospect Ave","","10455","Bronx","NY"
"boysroom-new-york-2","Boysroom","2126837090","4","2.0","Gay Bars","-73.98094100","40.72994850","211 Avenue A","","10009","New York","NY"
"taco-bell-floral-park","Taco Bell","7183432333","12","2.5","Mexican, Fast Food, Tex-Mex","-73.70783810","40.73708380","26008 Hillside Avenue","","11004","Floral Park","NY"
"yama-49-new-york","Yama 49","2123553370","110","4.0","Sushi Bars, Japanese","-73.96847700","40.75386500","308 E 49th St","","10017","New York","NY"
"el-nuevo-yayo-restaurant-brooklyn","El Nuevo Yayo Restaurant","7184925634","20","3.0","Latin American","-74.01747900","40.64135700","5823 4th Ave","","11220","Brooklyn","NY"
"lake-como-pizza-new-york","Lake Como Pizza","2127400110","3","1.5","Pizza, Kosher","-73.92836586","40.85147358","2549 Amsterdam Ave","","10033","New York","NY"
"bin-no-220-new-york","BIN No. 220","2123749463","55","4.0","Wine Bars","-74.00243160","40.70758730","220 Front St","","10038","New York","NY"
"panade-puffs-and-pastries-new-york","Panade Puffs & Pastries","6463195816","92","4.0","Bakeries, Coffee & Tea","-73.99175300","40.71884500","129 Eldridge St","","10002","New York","NY"
"fay-da-bakery-flushing-2","Fay Da Bakery","7188864568","45","3.5","Bakeries","-73.83060880","40.76048240","41-60 Main St","","11354","Flushing","NY"
"jerrys-pizza-brooklyn-2","Jerry's Pizza","7183847680","11","3.5","Pizza","-73.94632100","40.71163900","649 Grand St","","11211","Brooklyn","NY"
"tastee-pattee-ltd-brooklyn-2","Tastee Pattee Ltd","7182301504","16","3.5","Caribbean","-73.94650110","40.68040900","1371 Fulton St","","11216","Brooklyn","NY"
"harrys-cafe-and-steak-new-york-2","Harry's Cafe & Steak","2127859200","354","4.0","Steakhouses, Cafes","-74.00949100","40.70475770","1 Hanover Sq","","10004","New York","NY"
"financier-patisserie-new-york-2","Financier Patisserie","2129523838","171","4.0","Bakeries","-74.00853610","40.70733740","35 Cedar St","","10005","New York","NY"
"golden-palace-chinese-restaurant-bronx","Golden Palace Chinese Restaurant","7188243403","1","4.0","Chinese","-73.84824370","40.82076640","682 Castle Hill Ave","","10473","Bronx","NY"
"great-dragon-brooklyn","Great Dragon","7188715300","2","4.5","Chinese","-73.99975600","40.64524500","4224 8th Ave","","11232","Brooklyn","NY"
"new-general-tsos-restaurant-bronx","New General Tso's Restaurant","7182398888","5","5.0","Chinese","-73.86197660","40.83089450","1215 White Plains Rd","","10472","Bronx","NY"
"wolfgangs-steakhouse-new-york-2","Wolfgang's Steakhouse","2129250350","304","4.0","Steakhouses","-74.00981140","40.72110750","409 Greenwich St","Tribeca","10013","New York","NY"
"le-sajj-brooklyn","Le Sajj","7188337255","49","3.0","Middle Eastern","-74.02481080","40.62371830","8221 5th Ave","","11209","Brooklyn","NY"
"sparkys-deli-flushing","Sparkys Deli","7188864496","13","3.0","Delis, Sandwiches","-73.84503940","40.77222440","2828 College Point Blvd","","11354","Flushing","NY"
"quality-chef-chinese-restaurant-bronx-2","Quality Chef Chinese Restaurant","7188281818","6","2.0","Chinese","-73.84922790","40.84679030","1595 Williamsbridge Rd","","10461","Bronx","NY"
"starbucks-manhattan-116","Starbucks","2123085717","17","3.0","Coffee & Tea","-73.97003830","40.75949160","655 Lexington Ave","","10022","Manhattan","NY"
"mikes-bagels-new-york","Mike's Bagels","2129282300","70","4.0","Bagels","-73.93988390","40.84143540","4003 Broadway","","10032","New York","NY"
"kennedy-fried-chicken-corona","Kennedy Fried Chicken","7187799337","2","4.5","Fast Food, Chicken Wings","-73.87097990","40.75186260","3559 Junction Blvd","","11368","Corona","NY"
"o-sake-japanese-restaurant-rockaway-park","O'Sake Japanese Restaurant","7189458888","21","4.0","Japanese","-73.83825000","40.58097300","263 Beach 116th St","","11694","Rockaway Park","NY"
"bangkok-tasty-astoria","Bangkok Tasty","7185458204","98","3.5","Thai","-73.91017914","40.77716174","2906 23rd Ave","","11105","Astoria","NY"
"bay-sushi-brooklyn","Bay Sushi","7188363083","27","4.0","Sushi Bars, Japanese","-74.03459900","40.63861500","29 Bay Ridge Ave","","11220","Brooklyn","NY"
"jj-bakery-brooklyn","JJ Bakery","7182560138","6","4.0","Bakeries","-73.98512900","40.61757300","6310 20th Ave","","11204","Brooklyn","NY"
"dirty-bird-to-go-new-york","Dirty Bird To Go","2126204836","306","3.5","Chicken Wings","-74.00053400","40.73859800","204 W 14th St","","10011","New York","NY"
"farm-fried-chicken-jamaica","Farm Fried Chicken","7187120604","1","3.0","Sandwiches","-73.76526640","40.68154100","12020 Merrick Blvd","","11434","Jamaica","NY"
"el-despertar-restaurant-bronx","El Despertar Restaurant","7188930324","1","4.0","Mexican","-73.90151292","40.82007833","849 Prospect Ave","","10459","Bronx","NY"
"mandarin-house-i-bronx","Mandarin House I","7186522770","1","5.0","Restaurants","-73.84708400","40.88795090","4129 Laconia Avenue","","10466","Bronx","NY"
"gourmet-bagel-new-york","Gourmet Bagel","2128795200","25","3.0","Bagels, Breakfast & Brunch","-73.96549200","40.76631900","874 Lexington Ave","","10065","New York","NY"
"fuji-catering-new-york","Fuji Catering","2122199955","12","4.5","Caterers","-73.99080270","40.71550200","27 Ludlow St","","10002","New York","NY"
"zombie-hut-brooklyn","Zombie Hut","7188753433","315","4.0","Bars","-73.99305300","40.68253200","273 Smith St","","11231","Brooklyn","NY"
"mcdonalds-new-york-121","McDonald's","7182637281","11","2.0","Fast Food, Burgers","-73.85444770","40.71129710","98-01 Metropolitan Ave","","11375","New York","NY"
"fried-dumpling-new-york","Fried Dumpling","2126931060","297","3.5","Chinese","-73.99934582","40.71451128","106 Mosco St","","10013","New York","NY"
"dunkin-donuts-staten-island-24","Dunkin' Donuts","7183700082","5","2.0","Donuts, Coffee & Tea","-74.16452720","40.59084950","2341 Richmond Ave","","10314","Staten Island","NY"
"fulton-new-york","Fulton","2122886600","129","4.0","Seafood","-73.95864550","40.77161750","205 E 75th St","","10021","New York","NY"
"sarku-japan-staten-island","Sarku Japan","7186983023","6","3.0","Japanese","-74.16605530","40.58239830","2655 Richmond Ave","","10314","Staten Island","NY"
"sushi-bell-bayside","Sushi Bell","7182294653","72","4.0","Sushi Bars","-73.77318100","40.76758100","36-28 Bell Blvd","","11361","Bayside","NY"
"cafe-con-pan-brooklyn","Cafe con Pan","7184390041","6","3.0","Coffee & Tea, Bakeries","-74.01252840","40.64263310","5401 5th Ave","","11220","Brooklyn","NY"
"bamboo-52-new-york","Bamboo 52","2123152777","329","3.0","Sushi Bars, Lounges","-73.98677830","40.76396180","344 W 52nd St","","10019","New York","NY"
"le-cirque-new-york","Le Cirque","2126440202","629","3.5","Italian","-73.96823880","40.76158140","151 E 58th St","","10022","New York","NY"
"danny-brown-wine-bar-and-kitchen-forest-hills","Danny Brown Wine Bar & Kitchen","7182612144","347","4.0","American (New), Wine Bars, Tapas Bars","-73.84896100","40.70991500","10402 Metropolitan Ave","","11375","Forest Hills","NY"
"809-sangria-bar-and-grill-new-york","809 Sangria Bar & Grill","2123043800","66","3.5","Latin American, Spanish, Bars","-73.92533870","40.86191180","112 Dyckman St","","10040","New York","NY"
"cibo-bistro-and-wine-bar-flushing","Cibo Bistro and Wine Bar","7184245693","25","2.5","Italian","-73.86836970","40.76592460","LaGuardia Airport","US Air Terminal","11369","Flushing","NY"
"san-marcus-mexican-food-bronx","San Marcus Mexican Food","7188429504","1","2.0","Mexican","-73.89544174","40.82290202","969 Westchester Ave","","10459","Bronx","NY"
"rubens-empanadas-new-york-2","Ruben's Empanadas","2123616323","33","3.0","Latin American","-74.01048300","40.70404100","77 Pearl St","","10004","New York","NY"
"bosna-express-ridgewood","Bosna Express","7184977577","37","4.0","Burgers, Mediterranean","-73.90249630","40.70489120","791 Fairview Ave","","11385","Ridgewood","NY"
"kings-wok-woodside","King's Wok","7187265213","7","4.0","Chinese","-73.90753180","40.76008550","4912 30th Ave","","11377","Woodside","NY"
"128-billiards-new-york","128 Billiards","2129258219","3","3.5","Pool Halls","-73.99517050","40.71951730","128 Elizabeth St","","10013","New York","NY"
"jalopy-theatre-and-school-of-music-brooklyn","Jalopy Theatre And School of Music","7183953214","38","4.5","Performing Arts, Musical Instruments & Teachers","-74.00435470","40.68131580","315 Columbia St","","11201","Brooklyn","NY"
"applebees-staten-island-5","Applebee's","7189431200","14","3.0","American (Traditional), Sports Bars, Burgers","-74.22928100","40.53009910","2720 Veterans Rd W","","10309","Staten Island","NY"
"bergers-on-the-go-new-york","Berger's On the Go","2127194173","35","3.5","Burgers, Sandwiches","-73.98205570","40.75132370","2 E 39th St","","10016","New York","NY"
"milk-n-honey-nyc-new-york","Milk 'N Honey NYC","2127644400","32","2.5","Pizza, Bagels, Kosher","-73.98073930","40.75576250","22 W 45th St","","10036","New York","NY"
"winston-and-tee-jerk-chicken-and-carribean-cuisine-new-york","Winston and Tee Jerk Chicken and Carribean Cuisine","2128606831","41","3.5","Caribbean","-73.95189285","40.78713784","1257 Park Ave","","10128","New York","NY"
"lan-cafe-new-york-3","Lan Cafe","2122288325","199","4.0","Vietnamese, Vegetarian, Cafes","-73.98752590","40.72682190","342 E 6th St","","10003","New York","NY"
"bistro-lafayette-brooklyn","Bistro Lafayette","7182304728","20","2.5","American (New)","-73.95717600","40.68750000","338 Franklin Ave","","11238","Brooklyn","NY"
"berts-catering-and-restaurant-brooklyn","Bert's Catering & Restaurant","7184522185","10","3.5","Southern, Caterers, Soul Food","-73.93646814","40.68986110","198 Lewis Ave","","11221","Brooklyn","NY"
"la-casa-del-mofongo-new-york-2","La Casa Del Mofongo","2127401200","185","3.5","Latin American","-73.93341060","40.85044860","1447 St Nicholas Ave","","10033","New York","NY"
"chorus-karaoke-new-york","Chorus Karaoke","2129672244","132","3.0","Karaoke, Lounges","-73.99916370","40.75368540","25 W 32nd St","3rd Fl","10001","New York","NY"
